FEN,Player,Move,Score,Mate
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Kg8,-0.04,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Kh7,-0.04,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Rg8,0.0,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Rf8,-5.87,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Re8,-6.02,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Rd8,-6.07,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Rbc8,-3.13,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Ra8,-6.04,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Rbb7,-5.53,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Rb6,-6.64,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Rb5,-7.88,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Rb4,-8.13,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Rxb3,-6.34,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Qf8,0.0,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Qe8,-5.86,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Qd8,-5.88,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Qd7,-7.53,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Qf6,-20.53,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Qd6,-15.29,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Qg5,-8.86,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Qc5,-9.63,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Qh4,-14.16,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Qb4,-6.13,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Qa3,-6.25,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Rcc8,-5.3,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Rd7,-6.4,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Rcb7,-6.4,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Ra7,-6.32,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Rc6,-8.71,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Rc5,-9.67,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Rc4,-8.08,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Rc3,-7.73,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Rc2,-8.34,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,Rc1,-8.58,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,g6,-0.42,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,f6,-2.08,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,h5,-0.06,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,g5,-1.73,False
1r5k/2r1qpp1/4p2p/3pP3/3P2R1/1P4RP/6PK/3Q4 b - - 31 46,BLACK,f5,-0.43,False
8/5PQ1/4p2p/3p3k/3P2pq/8/6P1/6K1 b - - 28 96,BLACK,Qd8,-58.66,False
8/5PQ1/4p2p/3p3k/3P2pq/8/6P1/6K1 b - - 28 96,BLACK,Qe7,-62.64,False
8/5PQ1/4p2p/3p3k/3P2pq/8/6P1/6K1 b - - 28 96,BLACK,Qf6,-0.04,False
8/5PQ1/4p2p/3p3k/3P2pq/8/6P1/6K1 b - - 28 96,BLACK,Qg5,-0.09,False
8/5PQ1/4p2p/3p3k/3P2pq/8/6P1/6K1 b - - 28 96,BLACK,Qh3,-0.05,False
8/5PQ1/4p2p/3p3k/3P2pq/8/6P1/6K1 b - - 28 96,BLACK,Qg3,-0.07,False
8/5PQ1/4p2p/3p3k/3P2pq/8/6P1/6K1 b - - 28 96,BLACK,Qh2+,-0.03,True
8/5PQ1/4p2p/3p3k/3P2pq/8/6P1/6K1 b - - 28 96,BLACK,Qf2+,-0.03,True
8/5PQ1/4p2p/3p3k/3P2pq/8/6P1/6K1 b - - 28 96,BLACK,Qh1+,-0.04,True
8/5PQ1/4p2p/3p3k/3P2pq/8/6P1/6K1 b - - 28 96,BLACK,Qe1+,0.0,True
8/5PQ1/4p2p/3p3k/3P2pq/8/6P1/6K1 b - - 28 96,BLACK,e5,-63.17,False
8/5PQ1/4p2p/3p3k/3P2pq/8/6P1/6K1 b - - 28 96,BLACK,g3,-7.55,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Rxf7,-6.51,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Rf6,-1.02,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Rf5,-6.41,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Rh4,-8.33,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Rfg4,0.09,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Re4,-7.76,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Rff3,0.0,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Rf2,0.06,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Rxg7,-4.31,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Rg6,-7.87,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Rg5,-8.25,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Rgg4,0.0,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Rgf3,0.09,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Re3,0.0,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Rd3,0.0,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Rc3,0.0,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Kh1,0.0,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Kg1,0.0,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Qa6,-0.15,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Qb5,-9.24,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Qc4,-8.25,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Qf3,0.0,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Qd3,-0.11,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Qf2,0.07,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Qe2,-1.41,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Qh1,-1.59,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Qg1,-1.47,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Qe1,-1.4,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Qd1,0.0,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Qc1,0.0,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Qb1,0.0,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,Qa1,-1.46,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,h4,-1.43,False
1r5k/1r2qpp1/4p2p/3pP3/3P1R2/1P4RP/6PK/5Q2 w - - 14 38,WHITE,b4,0.0,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Kh8,0.0,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Kh7,-0.08,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Qe8,-0.01,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Qd8,-0.01,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Qc8,-0.01,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Qb8,-0.01,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Qe7,-0.01,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Qd6,-0.01,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Qc5,-0.01,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Qb4,-0.01,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Qa3,-0.01,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Re8,-0.33,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Rd8,-0.14,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Rc8,0.0,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Rab8,0.0,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Raa7,-0.08,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Ra6,0.0,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Ra5,0.0,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Ra4,-7.86,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Ra3,0.0,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Ra2,0.0,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Ra1,-7.94,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Rbb8,-1.54,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Re7,0.0,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Rd7,0.0,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Rc7,0.0,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Rba7,0.0,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Rb6,-1.53,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Rb5,-1.18,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Rb4,-1.46,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,Rxb3,-6.75,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,g6,-0.85,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,f6,-5.91,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,h5,-4.82,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,g5,-4.78,False
r4qk1/1r3pp1/4p2p/3pP3/3P2Q1/1P4RP/6PK/5R2 b - - 3 32,BLACK,f5,-5.32,False
6rk/1r3pp1/4p2p/3pP3/1q1P2R1/1P4RP/6PK/3Q4 w - - 50 56,WHITE,Rxg7,-5.88,False
6rk/1r3pp1/4p2p/3pP3/1q1P2R1/1P4RP/6PK/3Q4 w - - 50 56,WHITE,Rg6,-6.61,False
6rk/1r3pp1/4p2p/3pP3/1q1P2R1/1P4RP/6PK/3Q4 w - - 50 56,WHITE,Rg5,0.0,False
6rk/1r3pp1/4p2p/3pP3/1q1P2R1/1P4RP/6PK/3Q4 w - - 50 56,WHITE,Rh4,0.0,False
6rk/1r3pp1/4p2p/3pP3/1q1P2R1/1P4RP/6PK/3Q4 w - - 50 56,WHITE,Rf4,0.0,False
6rk/1r3pp1/4p2p/3pP3/1q1P2R1/1P4RP/6PK/3Q4 w - - 50 56,WHITE,Re4,-7.17,False
6rk/1r3pp1/4p2p/3pP3/1q1P2R1/1P4RP/6PK/3Q4 w - - 50 56,WHITE,Rf3,0.0,False
6rk/1r3pp1/4p2p/3pP3/1q1P2R1/1P4RP/6PK/3Q4 w - - 50 56,WHITE,Re3,0.0,False
6rk/1r3pp1/4p2p/3pP3/1q1P2R1/1P4RP/6PK/3Q4 w - - 50 56,WHITE,Rd3,0.0,False
6rk/1r3pp1/4p2p/3pP3/1q1P2R1/1P4RP/6PK/3Q4 w - - 50 56,WHITE,Rc3,-8.33,False
6rk/1r3pp1/4p2p/3pP3/1q1P2R1/1P4RP/6PK/3Q4 w - - 50 56,WHITE,Kh1,0.0,False
6rk/1r3pp1/4p2p/3pP3/1q1P2R1/1P4RP/6PK/3Q4 w - - 50 56,WHITE,Kg1,0.0,False
6rk/1r3pp1/4p2p/3pP3/1q1P2R1/1P4RP/6PK/3Q4 w - - 50 56,WHITE,Qf3,0.0,False
6rk/1r3pp1/4p2p/3pP3/1q1P2R1/1P4RP/6PK/3Q4 w - - 50 56,WHITE,Qd3,0.0,False
6rk/1r3pp1/4p2p/3pP3/1q1P2R1/1P4RP/6PK/3Q4 w - - 50 56,WHITE,Qe2,0.0,False
6rk/1r3pp1/4p2p/3pP3/1q1P2R1/1P4RP/6PK/3Q4 w - - 50 56,WHITE,Qd2,-10.09,False
6rk/1r3pp1/4p2p/3pP3/1q1P2R1/1P4RP/6PK/3Q4 w - - 50 56,WHITE,Qc2,0.0,False
6rk/1r3pp1/4p2p/3pP3/1q1P2R1/1P4RP/6PK/3Q4 w - - 50 56,WHITE,Qh1,0.0,False
6rk/1r3pp1/4p2p/3pP3/1q1P2R1/1P4RP/6PK/3Q4 w - - 50 56,WHITE,Qg1,0.0,False
6rk/1r3pp1/4p2p/3pP3/1q1P2R1/1P4RP/6PK/3Q4 w - - 50 56,WHITE,Qf1,0.0,False
6rk/1r3pp1/4p2p/3pP3/1q1P2R1/1P4RP/6PK/3Q4 w - - 50 56,WHITE,Qe1,-10.0,False
6rk/1r3pp1/4p2p/3pP3/1q1P2R1/1P4RP/6PK/3Q4 w - - 50 56,WHITE,Qc1,0.0,False
6rk/1r3pp1/4p2p/3pP3/1q1P2R1/1P4RP/6PK/3Q4 w - - 50 56,WHITE,Qb1,0.0,False
6rk/1r3pp1/4p2p/3pP3/1q1P2R1/1P4RP/6PK/3Q4 w - - 50 56,WHITE,Qa1,0.0,False
6rk/1r3pp1/4p2p/3pP3/1q1P2R1/1P4RP/6PK/3Q4 w - - 50 56,WHITE,h4,0.0,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,Kh8,-4.13,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,Kf8,-4.49,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,Rf8,-3.62,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,Qc8,-3.76,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,Qb8,0.34,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,Qd7,-3.53,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,Qc7,-2.77,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,Qd6,-10.01,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,Qb6,-10.78,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,Rc8,-4.44,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,Rb8,-3.47,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,Ra7,-6.49,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,Ra6,-4.5,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,Bf8,-3.25,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,Bf6,-5.04,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,Bd6,-4.8,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,Bg5,-3.46,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,Bc5,-6.51,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,Bh4,-3.26,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,Bb4,-4.66,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,Ba3,-6.01,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,Nf6,-4.66,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,Nd6,-4.4,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,Ng5,-0.51,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,Nc5,-5.92,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,Ng3,-5.45,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,Nxc3,-4.44,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,Nxf2,-5.37,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,Nd2,-6.75,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,h6,-0.26,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,g6,-3.97,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,f6,-0.04,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,c5,-2.8,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,d4,-6.09,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,h5,-1.5,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,g5,-4.87,False
r2qr1k1/4bppp/2p1p3/p2pP3/N3n3/2PRB3/PP2QPPP/4R1K1 b - - 4 18,BLACK,f5,-0.79,False
8/1r3prk/4pRpp/3pP3/3P4/1P1R3P/q5PK/5Q2 b - - 7 61,BLACK,Kh8,-0.56,False
8/1r3prk/4pRpp/3pP3/3P4/1P1R3P/q5PK/5Q2 b - - 7 61,BLACK,Kg8,-0.61,False
8/1r3prk/4pRpp/3pP3/3P4/1P1R3P/q5PK/5Q2 b - - 7 61,BLACK,Rg8,-3.6,False
8/1r3prk/4pRpp/3pP3/3P4/1P1R3P/q5PK/5Q2 b - - 7 61,BLACK,Rb8,-3.72,False
8/1r3prk/4pRpp/3pP3/3P4/1P1R3P/q5PK/5Q2 b - - 7 61,BLACK,Re7,-0.68,False
8/1r3prk/4pRpp/3pP3/3P4/1P1R3P/q5PK/5Q2 b - - 7 61,BLACK,Rd7,-0.55,False
8/1r3prk/4pRpp/3pP3/3P4/1P1R3P/q5PK/5Q2 b - - 7 61,BLACK,Rc7,-0.31,False
8/1r3prk/4pRpp/3pP3/3P4/1P1R3P/q5PK/5Q2 b - - 7 61,BLACK,Ra7,-0.41,False
8/1r3prk/4pRpp/3pP3/3P4/1P1R3P/q5PK/5Q2 b - - 7 61,BLACK,Rb6,-3.64,False
8/1r3prk/4pRpp/3pP3/3P4/1P1R3P/q5PK/5Q2 b - - 7 61,BLACK,Rb5,-3.78,False
8/1r3prk/4pRpp/3pP3/3P4/1P1R3P/q5PK/5Q2 b - - 7 61,BLACK,Rb4,-3.96,False
8/1r3prk/4pRpp/3pP3/3P4/1P1R3P/q5PK/5Q2 b - - 7 61,BLACK,Rxb3,-0.15,False
8/1r3prk/4pRpp/3pP3/3P4/1P1R3P/q5PK/5Q2 b - - 7 61,BLACK,Qa8,-0.89,False
8/1r3prk/4pRpp/3pP3/3P4/1P1R3P/q5PK/5Q2 b - - 7 61,BLACK,Qa7,-0.79,False
8/1r3prk/4pRpp/3pP3/3P4/1P1R3P/q5PK/5Q2 b - - 7 61,BLACK,Qa6,-0.65,False
8/1r3prk/4pRpp/3pP3/3P4/1P1R3P/q5PK/5Q2 b - - 7 61,BLACK,Qa5,-0.43,False
8/1r3prk/4pRpp/3pP3/3P4/1P1R3P/q5PK/5Q2 b - - 7 61,BLACK,Qa4,-9.4,False
8/1r3prk/4pRpp/3pP3/3P4/1P1R3P/q5PK/5Q2 b - - 7 61,BLACK,Qxb3,-5.96,False
8/1r3prk/4pRpp/3pP3/3P4/1P1R3P/q5PK/5Q2 b - - 7 61,BLACK,Qa3,-0.52,False
8/1r3prk/4pRpp/3pP3/3P4/1P1R3P/q5PK/5Q2 b - - 7 61,BLACK,Qxg2+,-8.25,True
