FEN,Player,Move,Score,Mate
6r1/1r3ppk/4p2p/3pP3/1q1P3R/1P4RP/6PK/3Q4 w - - 52 57,WHITE,Rf3,0.0,False
6r1/1r3ppk/4p2p/3pP3/1q1P3R/1P4RP/6PK/3Q4 w - - 52 57,WHITE,Re3,0.0,False
6r1/1r3ppk/4p2p/3pP3/1q1P3R/1P4RP/6PK/3Q4 w - - 52 57,WHITE,Rd3,-0.26,False
6r1/1r3ppk/4p2p/3pP3/1q1P3R/1P4RP/6PK/3Q4 w - - 52 57,WHITE,Rc3,-8.48,False
6r1/1r3ppk/4p2p/3pP3/1q1P3R/1P4RP/6PK/3Q4 w - - 52 57,WHITE,Kh1,0.0,False
6r1/1r3ppk/4p2p/3pP3/1q1P3R/1P4RP/6PK/3Q4 w - - 52 57,WHITE,Kg1,0.0,False
6r1/1r3ppk/4p2p/3pP3/1q1P3R/1P4RP/6PK/3Q4 w - - 52 57,WHITE,Qh5,0.0,False
6r1/1r3ppk/4p2p/3pP3/1q1P3R/1P4RP/6PK/3Q4 w - - 52 57,WHITE,Qg4,0.0,False
6r1/1r3ppk/4p2p/3pP3/1q1P3R/1P4RP/6PK/3Q4 w - - 52 57,WHITE,Qf3,-0.03,False
6r1/1r3ppk/4p2p/3pP3/1q1P3R/1P4RP/6PK/3Q4 w - - 52 57,WHITE,Qd3+,1.26,True
6r1/1r3ppk/4p2p/3pP3/1q1P3R/1P4RP/6PK/3Q4 w - - 52 57,WHITE,Qe2,0.0,False
6r1/1r3ppk/4p2p/3pP3/1q1P3R/1P4RP/6PK/3Q4 w - - 52 57,WHITE,Qd2,-11.23,False
6r1/1r3ppk/4p2p/3pP3/1q1P3R/1P4RP/6PK/3Q4 w - - 52 57,WHITE,Qc2+,1.35,True
6r1/1r3ppk/4p2p/3pP3/1q1P3R/1P4RP/6PK/3Q4 w - - 52 57,WHITE,Qh1,-0.16,False
6r1/1r3ppk/4p2p/3pP3/1q1P3R/1P4RP/6PK/3Q4 w - - 52 57,WHITE,Qg1,-0.08,False
6r1/1r3ppk/4p2p/3pP3/1q1P3R/1P4RP/6PK/3Q4 w - - 52 57,WHITE,Qf1,0.0,False
6r1/1r3ppk/4p2p/3pP3/1q1P3R/1P4RP/6PK/3Q4 w - - 52 57,WHITE,Qe1,-9.61,False
6r1/1r3ppk/4p2p/3pP3/1q1P3R/1P4RP/6PK/3Q4 w - - 52 57,WHITE,Qc1,0.0,False
6r1/1r3ppk/4p2p/3pP3/1q1P3R/1P4RP/6PK/3Q4 w - - 52 57,WHITE,Qb1+,1.22,True
6r1/1r3ppk/4p2p/3pP3/1q1P3R/1P4RP/6PK/3Q4 w - - 52 57,WHITE,Qa1,-0.03,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,Nxe6,-4.65,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,Nxc6,0.23,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,Nf5,-5.04,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,Nb5,-0.48,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,Nf3,0.07,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,Nb3,-0.08,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,Ne2,-0.33,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,Ba6,-5.21,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,Bb5,-2.13,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,Bc4,-1.99,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,Be2,-1.56,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,Bf1,-2.63,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,Rg1,-5.65,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,Rf1,-5.38,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,Ke2,-6.41,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,Kd2,-6.13,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,Kf1,-5.09,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,Qh5,-11.71,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,Qg4,-11.71,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,Qf3,-4.98,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,Qe2,-4.84,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,Qd2,-4.4,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,Bh6,-5.59,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,Bg5,-4.22,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,Bf4,-4.0,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,Be3,0.08,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,Bd2,-4.25,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,Nc3,-3.63,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,Na3,-5.04,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,Nd2,-3.82,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,O-O,-3.61,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,e5,-2.44,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,h3,-4.67,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,g3,-5.22,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,f3,-4.86,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,c3,-0.21,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,b3,-4.99,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,a3,-4.21,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,h4,-4.78,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,g4,-4.32,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,f4,-4.31,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,c4,-4.56,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,b4,-4.84,False
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 3 6,WHITE,a4,-4.54,False
8/5PQ1/4p2p/3p3k/3P1qp1/8/6P1/6K1 b - - 2 83,BLACK,Kh4,-62.74,False
8/5PQ1/4p2p/3p3k/3P1qp1/8/6P1/6K1 b - - 2 83,BLACK,Qb8,-61.87,False
8/5PQ1/4p2p/3p3k/3P1qp1/8/6P1/6K1 b - - 2 83,BLACK,Qxf7,-73.47,False
8/5PQ1/4p2p/3p3k/3P1qp1/8/6P1/6K1 b - - 2 83,BLACK,Qc7,-0.06,False
8/5PQ1/4p2p/3p3k/3P1qp1/8/6P1/6K1 b - - 2 83,BLACK,Qf6,-0.04,False
8/5PQ1/4p2p/3p3k/3P1qp1/8/6P1/6K1 b - - 2 83,BLACK,Qd6,-62.62,False
8/5PQ1/4p2p/3p3k/3P1qp1/8/6P1/6K1 b - - 2 83,BLACK,Qg5,-0.08,False
8/5PQ1/4p2p/3p3k/3P1qp1/8/6P1/6K1 b - - 2 83,BLACK,Qf5,-71.72,False
8/5PQ1/4p2p/3p3k/3P1qp1/8/6P1/6K1 b - - 2 83,BLACK,Qe5,-0.03,False
8/5PQ1/4p2p/3p3k/3P1qp1/8/6P1/6K1 b - - 2 83,BLACK,Qe4,-0.07,False
8/5PQ1/4p2p/3p3k/3P1qp1/8/6P1/6K1 b - - 2 83,BLACK,Qxd4+,-0.04,True
8/5PQ1/4p2p/3p3k/3P1qp1/8/6P1/6K1 b - - 2 83,BLACK,Qg3,-0.07,False
8/5PQ1/4p2p/3p3k/3P1qp1/8/6P1/6K1 b - - 2 83,BLACK,Qf3,-0.04,False
8/5PQ1/4p2p/3p3k/3P1qp1/8/6P1/6K1 b - - 2 83,BLACK,Qe3+,0.0,True
8/5PQ1/4p2p/3p3k/3P1qp1/8/6P1/6K1 b - - 2 83,BLACK,Qh2+,-0.03,True
8/5PQ1/4p2p/3p3k/3P1qp1/8/6P1/6K1 b - - 2 83,BLACK,Qf2+,-0.03,True
8/5PQ1/4p2p/3p3k/3P1qp1/8/6P1/6K1 b - - 2 83,BLACK,Qd2,-0.07,False
8/5PQ1/4p2p/3p3k/3P1qp1/8/6P1/6K1 b - - 2 83,BLACK,Qf1+,-0.04,True
8/5PQ1/4p2p/3p3k/3P1qp1/8/6P1/6K1 b - - 2 83,BLACK,Qc1+,0.0,True
8/5PQ1/4p2p/3p3k/3P1qp1/8/6P1/6K1 b - - 2 83,BLACK,e5,-0.09,False
8/5PQ1/4p2p/3p3k/3P1qp1/8/6P1/6K1 b - - 2 83,BLACK,g3,-8.29,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Rh8,-0.05,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Rg8,-0.05,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Re8,-0.05,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Rd8,-0.05,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Rfc8,-0.06,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Rxb8,-14.26,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Kh8,-0.02,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Kg8,-0.05,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Kh7,-0.05,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Rcc8,-0.05,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Re7,-0.05,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Rd7,-0.05,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Rb7,-0.06,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Rxa7,-9.43,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Rc6,-0.02,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Rc5,-0.02,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Rc4,-0.02,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Rc3,-0.02,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Rc2,-0.02,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Rc1,-0.02,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Qxb8,0.0,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Qb7,-0.07,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Qb6,-0.05,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Qb5,-0.05,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Qc4,-0.06,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Qb4,-0.06,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Qa4,-0.05,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Qh3,-0.04,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Qg3,-0.04,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Qf3,-0.06,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Qe3+,-13.62,True
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Qd3,-0.04,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Qc3,-0.06,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Qa3,-0.07,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Qc2,-0.06,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Qb2,-0.05,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Qa2,-0.04,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Qd1,-0.04,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,Qb1,-0.05,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,h5,-0.05,False
1Q3r2/Q1r2pk1/4pR1p/3pP1p1/3P4/1q6/6P1/5RK1 b - - 0 76,BLACK,g4,-0.05,False
8/5PQ1/4p2p/3p3k/3P2p1/8/6P1/4q1K1 w - - 25 95,WHITE,Kh2,0.0,False
8/5PQ1/4p2p/3p3k/3P2p1/8/6P1/4q1K1 w - - 29 97,WHITE,Kh2,0.0,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Kh8,0.0,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Kf8,-1.02,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Rf8,-0.83,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Re8,-0.79,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Rd8,-4.21,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Rc8,-1.87,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Rab8,-2.17,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Raa7,-1.88,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Ra6,-1.71,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Ra5,-5.15,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Ra4,-7.05,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Ra3,-1.16,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Ra2,-7.51,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Ra1,-8.37,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Rbb8,-4.36,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Re7,-3.12,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Rd7,-2.85,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Rc7,-1.46,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Rba7,-1.5,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Rb6,-4.49,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Qe8,0.0,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Qd7,-2.09,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Qc6,-1.64,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Qb6,0.0,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Qa6,-2.0,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Qc5,-9.47,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Qa5,-1.79,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Qc4,-9.29,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Qb4,0.0,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Qa4,-9.01,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Qd3,-8.86,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Qxb3,-3.98,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Qe2,-8.78,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,Qxf1+,-4.16,True
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,h6,-7.09,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,g6,0.0,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,f6,-4.81,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,h5,-5.13,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,g5,-0.03,False
r5k1/1r3ppp/4p3/1q1pP3/3P4/1P4RP/3Q2P1/5RK1 b - - 0 29,BLACK,f5,-4.84,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Qxb8,-0.28,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Qa8,-64.56,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Qh7,0.0,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Qg7,0.0,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Qf7+,-6.25,True
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Qe7,0.0,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Qd7,0.0,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Qc7,-6.45,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Qb7,-6.6,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Qb6,-8.12,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Qa6,-5.21,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Qc5,-4.09,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Qa5,-4.48,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Qa4,-3.52,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Qa3,-3.36,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Qa2,-2.76,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Qa1,-4.79,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Rxf8,-7.73,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Rf7,-2.49,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Rxh6+,-10.09,True
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Rg6,-0.08,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Rxe6,-0.08,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Rf5,-57.09,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Rf4,-0.1,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Rf3,-8.35,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Rf2,-141.41,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Rf1,-0.09,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Kh2,-8.99,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Kf2,-64.91,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Kh1,-9.72,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,Kf1,-74.73,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,g3,-9.62,False
1q3r2/Q7/4pR1p/3pP1pk/3P4/8/6P1/6K1 w - - 3 80,WHITE,g4+,-1.7,True
8/5PQ1/4p2p/3p3k/3P2p1/8/6P1/4q1K1 w - - 21 93,WHITE,Kh2,0.0,False
